name,image
에이프로젠리세드론산나트륨정150밀리그램(리세드론산나트륨2.5수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149926307761800130
모딤정350밀리그램(모니플루메이트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426502377200151
프로막정300밀리그램(발프로산마그네슘),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151706776344800002
에너맥스에프정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426502377200160
멜록신캡슐(멜록시캄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426502377200169
플루메이트정(모니플루메이트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426502377200178
대화노브제정(펜터민염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149520842210400088
세비카정5/40밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426502377200193
세비카정10/40밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426502377200196
발타빅스정(발라시클로비르염산염수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426502377200199
애드민정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NC9tOLKPrF
비타마인플러스연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333336303100012
발라시정(발라시클로비르염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426508636700007
발렉스정500mg(발라시클로비르염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150592202336500034
도네필정5밀리그램(도네페질염산염수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426508636700019
에피언트정5밀리그램(프라수그렐염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NcelJgSVnS
에피언트정10밀리그램(프라수그렐염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NcelJgSVno
디아미크롱서방정60밀리그램(글리클라지드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150885967441000033
빔팻정100mg(라코사미드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426508636700038
빔팻정50mg(라코사미드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426508636700047
몬테루칸정10밀리그램(몬테루카스트나트륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426508636700060
보트리엔트정400밀리그램(파조파닙염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MecIOjA66l
보트리엔트정200밀리그램(파조파닙염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MecIOjA67L
미카탄플러스정80/25밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1McEBdO4B_d
텔카탄정80밀리그램(텔미사르탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426508636700081
프리텐션정40밀리그램(텔미사르탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OCxjzi8ryS
텔카딘정80밀리그램(텔미사르탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426508636700096
텔카탄정40밀리그램(텔미사르탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MuhKLm3TyB
리프로진캡슐(레보드로프로피진),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6GmT
카바딜정16mg(칸데사르탄실렉세틸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150946447752800029
아데탄정16밀리그램(칸데사르탄실렉세틸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6Slx
콕시브캡슐200밀리그램(세레콕시브),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151732685268700112
트윈스타정40/5밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MnfO1MVz0w
트윈스타정40/10밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151853642687600041
트윈스타정80/5밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426508636700139
온브리즈흡입용캡슐150마이크로그램(인다카테롤말레산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NevE7hxG9Y
온브리즈흡입용캡슐300마이크로그램(인다카테롤말레산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NevE7hxG9z
비타올레연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426508636700181
미르토정40밀리그램(텔미사르탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333342488200082
비타콜드정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426514911200006
카나브정120밀리그램(피마사르탄칼륨삼수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333320801300068
카나브정60밀리그램(피마사르탄칼륨삼수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333320801300056
브라본토정100밀리그램(미로데나필염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426514911200021
브라본토정50밀리그램(미로데나필염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426514911200027
여우엔캡슐(나프록센),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426514911200030
큐로켈정300밀리그램(쿠에티아핀푸마르산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426514911200033
텔미원플러스정40/12.5밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146032450832100170
텔미원플러스정80/12.5밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426514911200036
아리미스타정(아나스트로졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426514911200039
텔미스플러스정80/25mg,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153970440517900092
하이스펜연질캡슐(이부프로펜),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661654875400077
유한엠씨엠비타정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661657839900004
콘탑스연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426514911200067
자이데나정50밀리그램(유데나필),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426514911200072
텔미원정40밀리그램(텔미사르탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146030855120100052
텔미원정80밀리그램(텔미사르탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146032871486700193
판시딜캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426514911200081
웰맥스플러스정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426514911200084
탑큐텐정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152285645249800101
뉴멘타민서방캡슐16밀리그램(갈란타민브롬화수소산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151706776344700085
뉴멘타민서방캡슐24밀리그램(갈란타민브롬화수소산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151706776344700091
시타프렉스정5밀리그램(에스시탈로프람옥살산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148777809115000154
쎌민연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426514911200116
코자엑스큐정10/50밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426514911200121
새넥신정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426514911200133
판토록정40밀리그램(판토프라졸나트륨세스키히드레이트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426514911200145
판토록정20밀리그램(판토프라졸나트륨세스키히드레이트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426514911200148
듀오디핀정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152104201649100041
클로피도정(클로피도그렐황산수소염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333326985900063
멀티콤골드연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426514911200160
코프쿨연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426514911200163
하이코연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426514911200166
케이넵틴정(티아넵틴나트륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXa2J_Kc-b
랠리렉시민연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148725977858300066
동광피타바스타틴정2밀리그램(피타바스타틴칼슘),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148777804344600084
피타테롤정2밀리그램(피타바스타틴칼슘),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426555198900101
피타바스정2밀리그램(피타바스타틴칼슘),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426555198900104
피바스트정2밀리그램(피타바스타틴칼슘),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426555198900108
레파넘정1밀리그램(레파글리니드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426555198900120
네비롤정(네비보롤염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N67Wutcz71
네볼민정(네비보롤염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426555198900141
디프론정(티아넵틴나트륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148491954364600047
한독피타바스타틴칼슘정2밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426555198900147
리파틴정2밀리그램(피타바스타틴칼슘),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152104201649100065
미그펜400연질캡슐(이부프로펜),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O2N2RQumE7
스피딕400연질캡슐(이부프로펜),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148864205722200187
속콜코프엘연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426555198900159
속콜플러스연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298772606600082
하디디앤엔연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426555198900171
아웃콜코프캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426555198900177
판텍프로연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426555198900180
바로디핀정10밀리그램(암로디핀베실산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151732699404500094
아피니토정2.5밀리그램(에베로리무스),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MecIOjA6fn
이브미정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426559700200010
프리살탄정10밀리그램(올메사르탄메독소밀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298775798400002
실버셉트오디정5밀리그램(도네페질염산염수화물),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150108363896700138
칼시톤정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426559700200021
유영덱시부프로펜연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426559700200024
엠피돈정5mg(옥시코돈염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426559700200029
부광발사르탄정160밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154297265138500098
후라베린큐엑스정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298772606600064
모다닐정200밀리그램(모다피닐),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150946443710600053
딜라트렌정3.125mg(카르베딜롤),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298763309400004
베타큐정(베타히스틴염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426559700200059
디오패스정80밀리그램(발사르탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NiMOgdGTbx
디오패스정160밀리그램(발사르탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149918282910200045
나또밸런스정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426559700200072
아웃콜코정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298772606600100
아스루카츄정4mg(몬테루카스트나트륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426559700200085
아스루카츄정5mg(몬테루카스트나트륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426559700200090
네베트롤정(네비보롤염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426559700200094
네비베타정(네비보롤염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NvwvvpEt62
네비올렛정(네비보롤염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426559700200105
네보트론정(네비보롤염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298766464500023
네비트롤정(네비보롤염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426559700200115
네비칸정(네비보롤염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151732393872900048
란가톤캡슐30밀리그램(란소프라졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426559700200120
스피콜드연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426559700200129
아웃콜목골드캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147978952750300136
스카풀라정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426559700200135
엘라원정(울리프리스탈아세테이트),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298769573300098
판개스트에프정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426559700200141
타진서방정5/2.5mg,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146031155198800001
타진서방정40/20mg,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146031299294600148
목기천연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MdYV-PxYoa
퍼펙콜연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426559700200168
브릴린타정90밀리그램(티카그렐러),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426559700200171
티키스캡슐10밀리그램(티퀴지움브로마이드),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151732699404500064
퍼펙코프연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426559700200177
넵틴정12.5밀리그램(티아넵틴나트륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NDRvxCW-Yg
스티아론정(티아넵틴나트륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426559700200183
발트렙정80밀리그램(발사르탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426559700200186
키벡사정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426559700200195
클린목연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426564858700007
키즈하이츄어블정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426564858700011
오자펙스정10밀리그램(올란자핀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148829657920500113
디잔틴정160밀리그램(발사르탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NT3AGNXv5f
에탈로프정20밀리그램(에스시탈로프람옥살산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298769573300008
시탈로정20밀리그램(에스시탈로프람옥살산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426564858700025
시타프로정20밀리그램(에스시탈로프람옥살산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mgr_7YvP4o
에스시탐정20밀리그램(에스시탈로프람옥살산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXGIZYt1ux
티아네론정(티아넵틴나트륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426564858700031
인도메타캡슐(인도메타신),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146031049862800065
본에킹연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148725977858300060
브레핀에스연질캡슐(이부프로펜),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426564858700037
유디큐연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426564858700045
프로콘틴서방정20mg(옥시코돈염산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426564858700048
클린콜연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426564858700059
메가클린연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6LHm
클린파워연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426564858700068
바로살탄정80밀리그램(발사르탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426564858700071
바로살탄정40밀리그램(발사르탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426564858700074
뉴화콜코프캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426564858700077
메바로친정40밀리그램(프라바스타틴나트륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MoApPycZmc
프로센캡슐(나프록센),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426564858700085
발트렙플러스정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426564858700094
발트렙플러스에프정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426564858700097
발사오르정40밀리그램(발사르탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426564858700100
발사오르정160밀리그램(발사르탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298769573300122
발사오르정80밀리그램(발사르탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298769573300116
다나코프연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146032286835800014
피라맥스정(수출명:Pyramaxfilmcoatedtablets|ARPYCOMfilmcoatedtablets),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426564858700109
디오살탄정40밀리그램(발사르탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298782012500037
칸살탄플러스정16/12.5mg,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426533551600196
오사탄플러스정20/12.5밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426538213500016
올메딘정20밀리그램(올메사탄메독소밀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298766464500029
올메살탄정20밀리그램(올메사탄메독소밀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426538213500041
올메딜정20밀리그램(올메사탄메독소밀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426538213500056
올살탄정20밀리그램(올메사탄메독소밀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298778984500003
올레정20밀리그램(올메사르탄메독소밀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426538213500074
오사탄정20밀리그램(올메사탄메독소밀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426538213500083
올레텐플러스정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333342488200022
올레텐정10밀리그램(올메사탄메독소밀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333342488200028
올레텐정20밀리그램(올메사탄메독소밀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426538213500092
올메진정20밀리그램(올메사탄메독소밀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426538213500098
올살텍정20밀리그램(올메사탄메독소밀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426538213500101
올데사르플러스정20/12.5밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298775798400062
올데사르정20밀리그램(올메사탄메독소밀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298775798400068
베니칸정20밀리그램(올메사탄메독소밀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426538213500110
프리살탄플러스정20/12.5밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426538213500124
프리살탄정20밀리그램(올메사르탄메독소밀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426538213500129
칼트레이트디400,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NCzXnoXFBe
콘도비타300연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6NAO
칸사타정8밀리그램(칸데사르탄실렉세틸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151732689962400056
에스올정20밀리그램(올메사르탄메독소밀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426538213500187
루케어츄정4밀리그램(몬테루카스트나트륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298763309300093
루케어츄정5밀리그램(몬테루카스트나트륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426543658200008
루케어정10밀리그램(몬테루카스트나트륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298763309300099
써큐스타정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148704365936600014
기네스타정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152639831989500169
칼디업츄어블정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154595757329200030
코아푸르탄정150/12.5밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426543658200034
코아푸르탄정300/12.5밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426543658200037
자이피스오디정10밀리그램(올란자핀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333336303000020
펜디펜정(펜디메트라진타르타르산염),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mv5PQjxqPv
페롤민골드연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146031015572000105
비타알부골드정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152035087393900081
록스펜씨알정(록소프로펜나트륨),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426543658200063
난타코연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MtU6vRYsfw
미리코프연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426543658200084
비타레디연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426543658200087
올레플러스정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426543658200090
이자벨탄정150밀리그램(이르베사르탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333320801400072
이자벨탄정300밀리그램(이베사탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426543658200099
이베라플러스정150/12.5밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298778984600064
이잘탄정150밀리그램(이르베사르탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154117321408000007
이잘탄정300밀리그램(이르베사르탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426543658200119
데잘탄정16밀리그램(칸데사르탄실렉세틸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298769573400011
데잘탄정8밀리그램(칸데사르탄실렉세틸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N8nQbYPpb1
오파스트정(리마프로스트알파덱스),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426543658300002
이르베탄정150밀리그램(이베사탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298772606700012
올란자오디정5밀리그램(올란자핀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298769573400023
올란자오디정10밀리그램(올란자핀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150660697820000195
난타코프연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O0bxj5Fk1v
텔미탄플러스정40/12.5밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1ODB4XrnT3z
텔미탄플러스정80/12.5밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1ODB4XrnT3h
에스올정10밀리그램(올메사르탄메독소밀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426543658300045
에스올정40밀리그램(올메사르탄메독소밀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426543658300048
아푸르탄정300밀리그램(이르베사르탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426543658300057
올자핀정10밀리그램(올란자핀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151732680805100094
자이올란정10밀리그램(올란자핀),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151732680805000024
에스졸캡슐20밀리그램(에스오메프라졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426549018000010
에소프라졸캡슐20밀리그램(에스오메프라졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426549018000013
넥사졸캡슐20밀리그램(에스오메프라졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151732689962500103
레트론정(레트로졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426549018000025
에스올플러스정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426549018000028
헵세루사정(아데포비어디피복실),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153503817378300016
타이쿨에프연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MsgmkGVc_F
알부골드연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146030922817200035
코바로살탄정80/12.5밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426549018000049
코바로살탄정160/12.5밀리그램,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426549018000058
미로틱필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426549018000061
리드펜캡슐(덱시부프로펜),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151732694515500006
스프라이셀정100밀리그램(다사티닙),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154721722751500121
프레탈서방캡슐(실로스타졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151732694515500030
이베라정150밀리그램(이르베사르탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298778984600058
이베라정300밀리그램(이르베사르탄),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298778984600052
아리피졸정15밀리그램(아리피프라졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426549018000085
아리피졸정10밀리그램(아리피프라졸),https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O597tTU06J
에브리원연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146032332805600100
코리투살큐코프연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426549018000091
쎄라투연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426549018000094
